movie_id,person_id,person_name,job_title,department
11443,69448,Michael Henry Brown,Screenplay,Writing
35196,52405,Michael Hoffman,Director,Directing
35196,227501,Rose Termain,Writer,Writing
35196,114886,Rupert Walters,Writer,Writing
9312,4014,Paul W.S. Anderson,Director,Directing
9312,57256,Ed Boon,Screenplay,Writing
9312,57257,John Tobias,Screenplay,Writing
9312,57258,Kevin Droney,Screenplay,Writing
577,5216,Gus Van Sant,Director,Directing
577,7794,Joyce Maynard,Author,Writing
577,7795,Buck Henry,Screenplay,Writing
11861,3047,Jocelyn Moorhouse,Director,Directing
11861,59670,Jane Anderson,Screenplay,Writing
11861,1788045,Whitney Otto,Novel,Writing
807,7467,David Fincher,Director,Directing
807,12047,Andrew Kevin Walker,Screenplay,Writing
10530,6340,Susannah Grant,Screenplay,Writing
10530,37078,Philip LaZebnik,Screenplay,Writing
10530,15774,Chris Buck,Story,Writing
10530,65530,Mike Gabriel,Director,Directing
10530,65531,Eric Goldberg,Director,Directing
10530,65532,Carl Binder,Screenplay,Writing
8391,55439,Patricia Rozema,Director,Directing
8391,55439,Patricia Rozema,Screenplay,Writing
629,9032,Bryan Singer,Director,Directing
629,9033,Christopher McQuarrie,Writer,Writing
117164,100505,Richard W. Munchkin,Director,Directing
11448,1243,Woody Allen,Screenplay,Writing
11448,1243,Woody Allen,Director,Directing
49133,128107,Gianni Amelio,Director,Directing
49133,128107,Gianni Amelio,Screenplay,Writing
49133,35096,Andrea Porporati,Screenplay,Writing
49133,567786,Alessandro Sermoneta,Screenplay,Writing
26441,71338,Holly Goldberg Sloan,Director,Directing
26441,71338,Holly Goldberg Sloan,Writer,Writing
97406,140354,Ulu Grosbard,Director,Directing
97406,72583,Barbara Turner,Screenplay,Writing
124057,30586,Robert Tinnell,Director,Directing
124057,30589,David Sherman,Screenplay,Writing
9089,1038,Jodie Foster,Director,Directing
9089,56945,Chris Radant,Screenplay,Writing
9089,18179,W.D. Richter,Screenplay,Writing
11010,28898,Michael Radford,Director,Directing
11010,67789,Antonio Skármeta,Novel,Writing
11010,5812,Furio Scarpelli,Screenplay,Writing
11010,67790,Giacomo Scarpelli,Screenplay,Writing
99040,38527,Robert Lepage,Director,Directing
99040,38527,Robert Lepage,Writer,Writing
11359,7908,Frank Oz,Director,Directing
11359,9964,Melissa Mathison,Screenplay,Writing
17182,19304,John Schlesinger,Director,Directing
17182,1594448,Erika Holzer,Novel,Writing
17182,67803,Amanda Silver,Writer,Writing
17182,67802,Rick Jaffa,Writer,Writing
2054,18356,Stephen Herek,Director,Directing
2054,21101,Patrick Sheane Duncan,Screenplay,Writing
10607,45649,Paris Barclay,Director,Directing
10607,35690,Shawn Wayans,Screenplay,Writing
10607,9562,Marlon Wayans,Screenplay,Writing
10607,35693,Phil Beauman,Screenplay,Writing
19760,49361,Bill Bennett,Director,Directing
19760,5724,Denis Leary,Writer,Writing
19760,87137,Mike Armstrong,Writer,Writing
9536,57872,Adam Leff,Author,Writing
9536,57873,Mitchell Peck,Author,Writing
9536,57870,Jason Bloom,Director,Directing
11525,69721,Farhad Mann,Director,Directing
11525,69721,Farhad Mann,Screenplay,Writing
11525,3027,Stephen King,Writer,Writing
40628,7300,Joseph Stefano,Writer,Writing
40628,15890,James Foley,Director,Directing
4482,35137,Josiane Balasko,Screenplay,Writing
4482,35137,Josiane Balasko,Director,Directing
4482,38401,Patrick Aubrée,Screenplay,Writing
4482,38403,Telsche Boorman,Novel,Writing
10634,37932,F. Gary Gray,Director,Directing
10634,65134,DJ Pooh,Screenplay,Writing
10634,9778,Ice Cube,Author,Writing
755,2294,Robert Rodriguez,Director,Directing
755,138,Quentin Tarantino,Screenplay,Writing
755,11419,Robert Kurtzman,Story,Writing
11859,70850,Andrew Sipes,Director,Directing
11859,61572,Charlie Fletcher,Screenplay,Writing
11859,59951,Paula Gosling,Novel,Writing
28387,5656,Noah Baumbach,Director,Directing
28387,5656,Noah Baumbach,Writer,Writing
28387,5656,Noah Baumbach,Story,Writing
28387,125504,Oliver Berkman,Story,Writing
48750,16862,Claude Lelouch,Director,Directing
48750,37127,Victor Hugo,Writer,Writing
48750,16862,Claude Lelouch,Writer,Writing
20927,10296,Michael Goldenberg,Director,Directing
20927,10296,Michael Goldenberg,Writer,Writing
36929,58712,Steve Miner,Director,Directing
36929,16837,Mark Steven Johnson,Writer,Writing
9102,584,Philip K. Dick,Story,Writing
9102,5045,Dan O'Bannon,Screenplay,Writing
9102,25735,Christian Duguay,Director,Directing
9102,56980,Miguel Tejada-Flores,Screenplay,Writing
124626,1080309,Susanne Ofteringer,Director,Directing
27526,2228,Sean Penn,Director,Directing
27526,2228,Sean Penn,Writer,Writing
9623,18069,Brian Gibson,Director,Directing
9623,58203,George Dawes Green,Novel,Writing
9623,57862,Ted Tally,Screenplay,Writing
46785,119294,Abbas Kiarostami,Writer,Writing
46785,120229,Jafar Panahi,Director,Directing
400,5501,Gary Fleder,Director,Directing
400,3228,Scott Rosenberg,Screenplay,Writing
880,13496,Marleen Gorris,Director,Directing
880,13496,Marleen Gorris,Screenplay,Writing
146599,27771,Tim Reid,Director,Directing
146599,1216926,Paul W. Cooper,Screenplay,Writing
146599,1384900,Clifton L. Taulbert,Novel,Writing
188588,117075,Henry Jaglom,Director,Directing
8447,55038,Philip Haas,Director,Directing
8447,55038,Philip Haas,Screenplay,Writing
8447,55039,Belinda Haas,Screenplay,Writing
8447,55040,A.S. Byatt,Story,Writing
10534,578,Ridley Scott,Director,Directing
10534,65546,Charles Gieg Jr.,Novel,Writing
10534,65547,Felix Sutton,Novel,Writing
10534,16829,Todd Robinson,Screenplay,Writing
17414,29009,Ken Kwapis,Director,Directing
17414,9953,John Hopkins,Story,Writing
17414,9953,John Hopkins,Screenplay,Writing
17414,181904,Bruce Graham,Screenplay,Writing
13997,58448,Penelope Spheeris,Director,Directing
13997,66563,Fred Wolf,Writer,Writing
2086,12840,John Badham,Director,Directing
2086,21101,Patrick Sheane Duncan,Screenplay,Writing
61548,72624,John Duigan,Director,Directing
61548,233293,John Ehle,Writer,Writing
9095,3224,Stephen Frears,Director,Directing
9095,12952,Christopher Hampton,Screenplay,Writing
9095,1558115,Valerie Martin,Novel,Writing
12158,5140,Wes Craven,Director,Directing
12158,17840,Charlie Murphy,Screenplay,Writing
12158,71486,Michael Lucker,Screenplay,Writing
12158,71487,Chris Parker,Screenplay,Writing
9283,34849,Ted Demme,Director,Directing
9283,3228,Scott Rosenberg,Screenplay,Writing
9208,21206,Graham Yost,Screenplay,Writing
9208,11401,John Woo,Director,Directing
40154,11181,Kenneth Branagh,Screenplay,Writing
40154,11181,Kenneth Branagh,Director,Directing
406,2406,Mathieu Kassovitz,Director,Directing
406,2406,Mathieu Kassovitz,Screenplay,Writing
45549,4014,Paul W.S. Anderson,Director,Directing
45549,4014,Paul W.S. Anderson,Writer,Writing
63076,92561,Nick Broomfield,Director,Directing
11062,23213,Harold Becker,Director,Directing
11062,68210,Ken Lipper,Screenplay,Writing
13685,5655,Wes Anderson,Director,Directing
13685,5655,Wes Anderson,Author,Writing
13685,887,Owen Wilson,Author,Writing
13685,5655,Wes Anderson,Screenplay,Writing
13685,887,Owen Wilson,Screenplay,Writing
47475,14692,Nick Castle,Director,Directing
2045,21053,John Dahl,Director,Directing
2045,21054,Bill Geddie,Screenplay,Writing
9614,17494,Dennis Dugan,Director,Directing
9614,56728,Tim Herlihy,Screenplay,Writing
9614,19292,Adam Sandler,Screenplay,Writing
688,190,Clint Eastwood,Director,Directing
688,2163,Richard LaGravenese,Screenplay,Writing
688,10378,Robert James Waller,Novel,Writing
11907,18969,Doris Dörrie,Director,Directing
11907,18969,Doris Dörrie,Screenplay,Writing
10874,65298,Brian Henson,Director,Directing
10874,64184,Jerry Juhl,Screenplay,Writing
10874,29533,Robert Louis Stevenson,Novel,Writing
89333,64077,Robert Leacock,Director,Directing
96357,1234226,James Bruce,Director,Directing
96357,982030,Peter Koper,Writer,Writing
197,2460,Randall Wallace,Author,Writing
197,2461,Mel Gibson,Director,Directing
197,2460,Randall Wallace,Screenplay,Writing
103,1032,Martin Scorsese,Director,Directing
103,1035,Paul Schrader,Writer,Writing
33542,44916,Stanley Tong,Director,Directing
33542,46318,Edward Tang,Writer,Writing
33542,46319,Fibe Ma,Writer,Writing
43566,23393,Barbet Schroeder,Director,Directing
43566,57862,Ted Tally,Writer,Writing
71754,184475,Mort Ransen,Screenplay,Writing
71754,184475,Mort Ransen,Director,Directing
71754,1195334,Gerald Wexler,Screenplay,Writing
43612,20849,Étienne Chatiliez,Director,Directing
51352,82293,Jon Blair,Director,Directing
16934,81020,Benjamin Ross,Director,Directing
16934,81020,Benjamin Ross,Author,Writing
16934,81022,Jeff Rawle,Author,Writing
10324,68185,Eric Schaeffer,Screenplay,Writing
10324,68185,Eric Schaeffer,Director,Directing
78406,12989,Andrew Davis,Screenplay,Writing
78406,12989,Andrew Davis,Director,Directing
78406,1384970,Lee Blessing,Screenplay,Writing
78406,1384971,Jeanne Blake,Screenplay,Writing
78406,1384972,Terry Kahn,Screenplay,Writing
55731,36147,Charles T. Kanganis,Director,Directing
55731,5143,Barry Morrow,Writer,Writing
32119,60295,John N. Smith,Director,Directing
11066,57328,Barry W. Blaustein,Screenplay,Writing
11066,68215,Reginald Hudlin,Director,Directing
11104,12453,Wong Kar-wai,Director,Directing
11104,12453,Wong Kar-wai,Screenplay,Writing
37975,65314,Giuseppe Tornatore,Director,Directing
37975,65314,Giuseppe Tornatore,Writer,Writing
2074,17883,David O. Russell,Director,Directing
2074,17883,David O. Russell,Writer,Writing
27793,16589,Peter MacDonald,Director,Directing
27793,24099,Karin Howard,Story,Writing
27793,57239,Jeff Lieberman,Screenplay,Writing
44284,239321,Moufida Tlatli,Director,Directing
44284,239321,Moufida Tlatli,Writer,Writing
44284,1176075,Nouri Bouzid,Writer,Writing
290157,93632,Michel Negroponte,Director,Directing
290157,93632,Michel Negroponte,Writer,Writing
110972,122583,Bryan Gordon,Director,Directing
110972,122583,Bryan Gordon,Writer,Writing
32622,41670,Rebecca Miller,Director,Directing
32622,41670,Rebecca Miller,Writer,Writing
73067,125543,Michael Lindsay-Hogg,Director,Directing
73067,254800,Ronan O'Leary,Screenplay,Writing
73067,567970,Chet Raymo,Novel,Writing
73067,567971,Chet Raymo,Screenplay,Writing
11863,15175,William Friedkin,Director,Directing
11863,10492,Joe Eszterhas,Screenplay,Writing
55475,114997,Ángel Muñiz,Director,Directing
55475,114997,Ángel Muñiz,Writer,Writing
124636,84445,Craig Baldwin,Director,Directing
9101,28904,Hugh Wilson,Screenplay,Writing
9101,56974,Andrew Kurtzman,Screenplay,Writing
9101,56975,Eliot Wald,Screenplay,Writing
9101,12920,David S. Ward,Director,Directing
123360,1077999,Mark Rappaport,Director,Directing
123360,1077999,Mark Rappaport,Writer,Writing
5757,45382,Dirk Shafer,Director,Directing
5757,45382,Dirk Shafer,Author,Writing
39428,93911,Terence Davies,Director,Directing
39428,93911,Terence Davies,Writer,Writing
124639,1080311,Sandip Ray,Director,Directing
9302,18250,Jon Avnet,Director,Directing
9302,57219,Joan Didion,Screenplay,Writing
9302,57220,John Gregory Dunne,Screenplay,Writing
11000,5342,Mike Nichols,Director,Directing
11000,58251,Elaine May,Screenplay,Writing
249882,5143,Barry Morrow,Writer,Writing
249882,1285121,Jakov Sedlar,Director,Directing
249882,1312369,Ivan Aralica,Writer,Writing
249882,1316198,Paul Gronseth,Writer,Writing
16388,12833,Edward Burns,Screenplay,Writing
16388,12833,Edward Burns,Director,Directing
9737,865,Michael Bay,Director,Directing
9737,20840,Doug Richardson,Screenplay,Writing
9737,21792,George Gallo,Story,Writing
9737,44991,Michael Barrie,Screenplay,Writing
9737,44992,Jim Mulholland,Screenplay,Writing
30765,56828,Christopher Cain,Director,Directing
30765,33611,Jeff Rothberg,Screenplay,Writing
30765,35163,Laurice Elehwany,Screenplay,Writing
10474,65390,Scott Kalvert,Director,Directing
10474,65391,Jim Carroll,Author,Writing
10474,65392,Bryan Goluboff,Screenplay,Writing
22279,10723,Mike Newell,Director,Directing
22279,444552,Charles Wood,Writer,Writing
22279,1384007,Beryl Bainbridge,Novel,Writing
30157,91343,Hal Hartley,Director,Directing
30157,91343,Hal Hartley,Writer,Writing
568,142,William Broyles Jr.,Screenplay,Writing
568,6159,Ron Howard,Director,Directing
568,7854,Al Reinert,Screenplay,Writing
568,7861,Jeffrey Kluger,Novel,Writing
568,7852,Jim Lovell,Novel,Writing
11780,30365,Michael Caton-Jones,Director,Directing
11780,70476,Alan Sharp,Screenplay,Writing
34996,39104,Abel Ferrara,Director,Directing
34996,59113,Nicholas St. John,Writer,Writing
414,5572,Joel Schumacher,Director,Directing
414,5573,Lee Batchler,Story,Writing
414,5574,Janet Scott Batchler,Story,Writing
414,5575,Akiva Goldsman,Screenplay,Writing
649,793,Luis Buñuel,Screenplay,Writing
649,793,Luis Buñuel,Director,Directing
649,9747,Jean-Claude Carrière,Screenplay,Writing
649,9748,Joseph Kessel,Author,Writing
1873,19665,John Boorman,Director,Directing
1873,19666,Alex Lasker,Screenplay,Writing
1873,19667,Bill Rubenstein,Screenplay,Writing
5894,46391,Paul Auster,Director,Directing
5894,39819,Wayne Wang,Director,Directing
5894,39819,Wayne Wang,Screenplay,Writing
5894,46391,Paul Auster,Screenplay,Writing
1775,17087,Michael Moore,Director,Directing
1775,447140,Michael Moore,Screenplay,Writing
8839,11887,Brad Silberling,Director,Directing
8839,56054,Sherri Stoner,Author,Writing
8839,56055,Deanna Oliver,Author,Writing
20649,5281,Spike Lee,Director,Directing
20649,5281,Spike Lee,Screenplay,Writing
20649,2989,Richard Price,Screenplay,Writing
10329,664,Frank Marshall,Director,Directing
10329,4782,Michael Crichton,Author,Writing
10329,26095,John Patrick Shanley,Screenplay,Writing
8963,893,Tony Scott,Director,Directing
8963,52171,Michael Schiffer,Story,Writing
8963,554159,Richard P. Henrick,Story,Writing
8963,52171,Michael Schiffer,Screenplay,Writing
26564,17447,Terry Zwigoff,Director,Directing
26564,17447,Terry Zwigoff,Writer,Writing
8068,2294,Robert Rodriguez,Director,Directing
8068,2294,Robert Rodriguez,Screenplay,Writing
8512,21712,Carl Franklin,Screenplay,Writing
8512,21712,Carl Franklin,Director,Directing
8512,56011,Walter Mosley,Novel,Writing
1572,876,Jonathan Hensleigh,Screenplay,Writing
1572,1090,John McTiernan,Director,Directing
1572,7670,Roderick Thorp,Screenplay,Writing
13552,19224,Gregg Araki,Director,Directing
13552,19224,Gregg Araki,Writer,Writing
259209,68774,Christopher Menaul,Director,Directing
259209,550286,H.E. Bates,Novel,Writing
259209,1181923,Christopher Neame,Screenplay,Writing
6520,3415,Jerry Zucker,Director,Directing
6520,52872,Lorne Cameron,Story,Writing
6520,52873,David Hoselton,Story,Writing
6520,933,William Nicholson,Story,Writing
6520,933,William Nicholson,Screenplay,Writing
9073,56909,Karen Janszen,Screenplay,Writing
9073,18256,Corey Blechman,Screenplay,Writing
9073,56488,John Mattson,Screenplay,Writing
9073,56998,Dwight H. Little,Director,Directing
10428,1978,Iain Softley,Director,Directing
10428,52517,Rafael Moreu,Writer,Writing
17447,32588,Paul Rudnick,Screenplay,Writing
17447,252806,Christopher Ashley,Director,Directing
9886,59997,Robert Longo,Director,Directing
9886,150783,William Gibson,Writer,Writing
9482,33279,Danny Cannon,Director,Directing
9482,2711,William Wisher Jr.,Screenplay,Writing
9482,1726,Steven E. de Souza,Screenplay,Writing
9482,4767,Michael De Luca,Story,Writing
9482,2711,William Wisher Jr.,Story,Writing
19326,58316,John Fortenberry,Director,Directing
19326,254757,Neil Tolkin,Screenplay,Writing
19326,35340,Barbara Williams,Screenplay,Writing
19326,177722,Samantha Adams,Screenplay,Writing
9344,51918,Harmony Korine,Screenplay,Writing
9344,51917,Larry Clark,Director,Directing
9071,6400,Tom DiCillo,Screenplay,Writing
9071,6400,Tom DiCillo,Director,Directing
8973,31211,Clive Barker,Director,Directing
8973,31211,Clive Barker,Novel,Writing
8973,31211,Clive Barker,Writer,Writing
15730,38516,Denys Arcand,Director,Directing
15730,78684,Brad Fraser,Screenplay,Writing
47608,42617,Antonia Bird,Director,Directing
47608,139158,Paula Milne,Writer,Writing
2293,19303,Kevin Smith,Director,Directing
2293,19303,Kevin Smith,Writer,Writing
9070,51296,John Kamps,Screenplay,Writing
9070,56898,Arne Olsen,Screenplay,Writing
9070,42111,Bryan Spicer,Director,Directing
68274,44847,David Anspaugh,Director,Directing
68274,53275,Ellen Simon,Screenplay,Writing
48787,58384,Anthony Waller,Director,Directing
48787,58384,Anthony Waller,Screenplay,Writing
34574,54469,Michael Almereyda,Director,Directing
34574,54469,Michael Almereyda,Screenplay,Writing
1642,7214,John D. Brancato,Screenplay,Writing
1642,7215,Michael Ferris,Screenplay,Writing
1642,11472,Irwin Winkler,Director,Directing
11472,10965,Chris Columbus,Screenplay,Writing
11472,10965,Chris Columbus,Director,Directing
36196,56714,Daisy von Scherler Mayer,Director,Directing
36196,1383670,Harry Birckmayer,Screenplay,Writing
36196,1383670,Harry Birckmayer,Story,Writing
36196,56714,Daisy von Scherler Mayer,Screenplay,Writing
36196,56714,Daisy von Scherler Mayer,Story,Writing
36196,1383671,Sheila Gaffney,Story,Writing
11980,28902,Gregory Widen,Screenplay,Writing
11980,28902,Gregory Widen,Director,Directing
58372,26487,Norman René,Director,Directing
58372,26488,Craig Lucas,Writer,Writing
32646,16863,Todd Haynes,Director,Directing
32646,16863,Todd Haynes,Writer,Writing
10533,8965,Roland Joffé,Director,Directing
10533,65544,Nathaniel Hawthorne,Novel,Writing
10533,27538,Douglas Day Stewart,Screenplay,Writing
10802,10491,Paul Verhoeven,Director,Directing
10802,10492,Joe Eszterhas,Screenplay,Writing
10149,39819,Wayne Wang,Director,Directing
10149,46391,Paul Auster,Director,Directing
10149,46391,Paul Auster,Author,Writing
18402,5306,Lasse Hallström,Director,Directing
18402,17397,Callie Khouri,Writer,Writing
9348,57396,Dennis Feldman,Author,Writing
9348,21370,Roger Donaldson,Director,Directing
139408,408,James Keach,Director,Directing
139408,1351520,Philip Railsback,Screenplay,Writing
281,2710,James Cameron,Screenplay,Writing
281,14392,Kathryn Bigelow,Director,Directing
281,14393,Jay Cocks,Screenplay,Writing
5967,24882,Jacques Demy,Director,Directing
5967,24882,Jacques Demy,Screenplay,Writing
79593,17880,Wesley Strick,Director,Directing
79593,1640572,Michael Auerbach,Writer,Writing
47939,63713,Martha Coolidge,Director,Directing
47939,65363,Clifford Green,Story,Writing
47939,13420,Ellen Greene,Story,Writing
47939,67394,Elizabeth Anderson,Screenplay,Writing
36834,1128,Agnieszka Holland,Director,Directing
36834,12952,Christopher Hampton,Screenplay,Writing
9090,20237,Beeban Kidron,Director,Directing
9090,56948,Douglas Carter Beane,Screenplay,Writing
3512,32277,Geoff Murphy,Director,Directing
3512,27548,Richard Hatem,Screenplay,Writing
3512,32278,Matt Reeves,Screenplay,Writing
52856,2163,Richard LaGravenese,Screenplay,Writing
52856,3092,Diane Keaton,Director,Directing
77350,588623,Douglas Keeve,Director,Directing
9560,22767,Alfonso Aráu,Director,Directing
9560,61,Robert Mark Kamen,Screenplay,Writing
9560,57968,Mark Miller,Screenplay,Writing
9560,57969,Harvey Weitzman,Screenplay,Writing
9804,59353,Peter Rader,Author,Writing
9804,28239,David Twohy,Author,Writing
9804,8300,Kevin Reynolds,Director,Directing
31611,73494,Desmond Nakano,Director,Directing
31611,73494,Desmond Nakano,Writer,Writing
65796,1723,Walter Hill,Director,Directing
65796,1723,Walter Hill,Screenplay,Writing
49805,6111,Mike Figgis,Director,Directing
49805,3558,Ronald Harwood,Writer,Writing
26258,17309,Greg Beeman,Director,Directing
26258,94965,Danny Byers,Screenplay,Writing
26258,94966,John Jordan,Screenplay,Writing
26258,12965,Tommy Swerdlow,Screenplay,Writing
26258,12966,Michael Goldberg,Screenplay,Writing
50797,82796,Nikita Mikhalkov,Director,Directing
50797,82798,Rustam Ibragimbekov,Screenplay,Writing
50797,82796,Nikita Mikhalkov,Screenplay,Writing
19155,1364800,Milčo Mančevski,Director,Directing
19155,1364800,Milčo Mančevski,Writer,Writing
76,564,Richard Linklater,Director,Directing
76,564,Richard Linklater,Screenplay,Writing
76,568,Kim Krizan,Screenplay,Writing
11017,57691,Tamra Davis,Director,Directing
11017,56728,Tim Herlihy,Screenplay,Writing
11017,19292,Adam Sandler,Screenplay,Writing
37141,43468,Guy Ferland,Screenplay,Writing
37141,43468,Guy Ferland,Director,Directing
37141,1271208,Robert Coover,Story,Writing
9382,18378,Herbert Ross,Director,Directing
9382,57579,Don Roos,Screenplay,Writing
6715,44990,Peter Horton,Director,Directing
6715,51216,Robert Kuhn,Screenplay,Writing
18256,27991,Stuart Gordon,Director,Directing
18256,27991,Stuart Gordon,Story,Writing
18256,58046,Dennis Paoli,Story,Writing
18256,58046,Dennis Paoli,Screenplay,Writing
22625,19969,Pat O'Connor,Director,Directing
22625,33387,Maeve Binchy,Novel,Writing
22625,9156,Andrew Davies,Writer,Writing
2292,19303,Kevin Smith,Screenplay,Writing
2292,19303,Kevin Smith,Director,Directing
1909,25210,Jeremy Leven,Director,Directing
1909,25210,Jeremy Leven,Screenplay,Writing
8984,8246,Barry Levinson,Director,Directing
8984,45543,Paul Attanasio,Screenplay,Writing
61813,225065,René Bonnière,Director,Directing
61813,71001,Michael Alexander Miller,Writer,Writing
4954,12840,John Badham,Director,Directing
